rep_id,member_id,cluster_size
ADA68289.1|HCV_p7|SRC:NCBI,ADA68287.1|HCV_p7|SRC:NCBI,4
ADA68289.1|HCV_p7|SRC:NCBI,ADA68286.1|HCV_p7|SRC:NCBI,4
CAC81109.1|HCV_p7|SRC:NCBI,CAC81109.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81098.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81097.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81093.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81092.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81088.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81084.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81083.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81227.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81225.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81217.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81216.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81215.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81212.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81204.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81201.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81196.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81192.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81190.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81184.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81164.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81153.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81141.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81138.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81136.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC81120.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC83289.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC83279.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC83267.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC83261.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC83258.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC83255.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC83253.1|HCV_p7|SRC:NCBI,34
CAC81109.1|HCV_p7|SRC:NCBI,CAC83251.1|HCV_p7|SRC:NCBI,34
CAC81096.1|HCV_p7|SRC:NCBI,CAC81096.1|HCV_p7|SRC:NCBI,1
CAC83235.1|HCV_p7|SRC:NCBI,CAC83235.1|HCV_p7|SRC:NCBI,5
CAC83235.1|HCV_p7|SRC:NCBI,CAC83244.1|HCV_p7|SRC:NCBI,5
CAC83235.1|HCV_p7|SRC:NCBI,CAC83236.1|HCV_p7|SRC:NCBI,5
CAC83235.1|HCV_p7|SRC:NCBI,CAC83220.1|HCV_p7|SRC:NCBI,5
CAC83235.1|HCV_p7|SRC:NCBI,CAC83219.1|HCV_p7|SRC:NCBI,5
CAC83205.1|HCV_p7|SRC:NCBI,CAC83205.1|HCV_p7|SRC:NCBI,10
CAC83205.1|HCV_p7|SRC:NCBI,CAC83204.1|HCV_p7|SRC:NCBI,10
CAC83205.1|HCV_p7|SRC:NCBI,CAC83197.1|HCV_p7|SRC:NCBI,10
CAC83205.1|HCV_p7|SRC:NCBI,CAC83195.1|HCV_p7|SRC:NCBI,10
CAC83205.1|HCV_p7|SRC:NCBI,CAC83183.1|HCV_p7|SRC:NCBI,10
CAC83205.1|HCV_p7|SRC:NCBI,CAC83178.1|HCV_p7|SRC:NCBI,10
CAC83205.1|HCV_p7|SRC:NCBI,CAC83177.1|HCV_p7|SRC:NCBI,10
CAC83205.1|HCV_p7|SRC:NCBI,CAC83176.1|HCV_p7|SRC:NCBI,10
CAC83205.1|HCV_p7|SRC:NCBI,CAC83169.1|HCV_p7|SRC:NCBI,10
CAC83205.1|HCV_p7|SRC:NCBI,CAC83165.1|HCV_p7|SRC:NCBI,10
Q5EG65|HCV_p7|SRC:UniProt,Q5EG65|HCV_p7|SRC:UniProt,31
Q5EG65|HCV_p7|SRC:UniProt,P26664|HCV_p7|SRC:UniProt,31
Q5EG65|HCV_p7|SRC:UniProt,P27958|HCV_p7|SRC:UniProt,31
Q5EG65|HCV_p7|SRC:UniProt,Q03463|HCV_p7|SRC:UniProt,31
Q5EG65|HCV_p7|SRC:UniProt,CAH23682.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAH23681.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAH23656.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAH23651.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAH23650.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAH23649.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAH23647.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAH23646.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAH23645.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAH23639.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAH23637.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAH23513.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAH23510.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19417.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19412.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19405.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19404.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19403.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19400.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19396.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19380.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19375.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19373.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19347.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19341.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19338.1|HCV_p7|SRC:NCBI,31
Q5EG65|HCV_p7|SRC:UniProt,CAK19334.1|HCV_p7|SRC:NCBI,31
O92529|HCV_p7|SRC:UniProt,O92529|HCV_p7|SRC:UniProt,1
Q913V3|HCV_p7|SRC:UniProt,Q913V3|HCV_p7|SRC:UniProt,142
Q913V3|HCV_p7|SRC:UniProt,P26662|HCV_p7|SRC:UniProt,142
Q913V3|HCV_p7|SRC:UniProt,P26663|HCV_p7|SRC:UniProt,142
Q913V3|HCV_p7|SRC:UniProt,P29846|HCV_p7|SRC:UniProt,142
Q913V3|HCV_p7|SRC:UniProt,Q9WMX2|HCV_p7|SRC:UniProt,142
Q913V3|HCV_p7|SRC:UniProt,Q00269|HCV_p7|SRC:UniProt,142
Q913V3|HCV_p7|SRC:UniProt,O92972|HCV_p7|SRC:UniProt,142
Q913V3|HCV_p7|SRC:UniProt,pdb|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,AEH42618.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,AEH42617.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30488.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30487.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30486.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30481.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30479.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30474.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30470.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30469.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30465.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30464.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30463.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30462.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30461.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30457.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30456.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30455.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30453.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30452.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30451.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30450.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30449.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30447.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30446.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30445.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30444.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30443.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30441.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,ADN30439.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41891.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41890.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41889.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41888.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41887.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41886.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41885.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41884.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41882.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41881.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41877.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41876.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41872.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41869.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41867.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41866.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41865.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41864.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41863.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41861.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41859.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41855.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41853.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41852.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41851.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41848.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41842.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41841.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CDU41839.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAM24195.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAM24194.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23686.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23684.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23683.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23680.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23633.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23632.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23624.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23617.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23616.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23615.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23614.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23610.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23609.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23606.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23604.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23598.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23597.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23595.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23594.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23593.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23583.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23582.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23581.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23579.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23576.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23573.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23571.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23569.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23567.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23537.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23536.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23533.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23531.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23521.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23520.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23519.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23518.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAH23517.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAK19411.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAK19410.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAK19409.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAK19408.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAK19407.1|HCV_p7|SRC:NCBI,142
Q913V3|HCV_p7|SRC:UniProt,CAK19398.1|HCV_p7|SRC:NCBI,142
